ID_Transaccion,ID_Usuario,ID_Producto,Precio_Base_USD,Pct_Descto_Ludificacion,Cupon_USD,Precio_Final_USD
TRX001162,U01041,P0260,6.82,0.2,0,5.46
TRX001163,U01173,P0213,28.26,0.1,5,20.43
TRX001164,U01306,P0166,10.01,0.5,10,0.99
TRX001165,U00538,P0288,6.7,0.0,10,0.99
TRX001166,U00143,P0206,16.55,0.5,5,3.28
TRX001167,U01043,P0042,12.41,0.2,0,9.93
TRX001168,U00478,P0238,14.65,0.0,5,9.65
TRX001169,U01203,P0150,27.05,0.2,5,16.64
TRX001170,U00620,P0010,104.95,0.1,0,94.45
TRX001171,U00131,P0175,28.91,0.0,0,28.91
TRX001172,U01349,P0126,13.67,0.5,5,1.83
TRX001173,U00966,P0258,21.2,0.2,10,6.96
TRX001174,U00211,P0195,7.17,0.2,0,5.74
TRX001175,U00673,P0001,26.35,0.0,0,26.35
TRX001176,U00417,P0016,17.87,0.2,5,9.3
TRX001177,U00308,P0271,53.37,0.2,5,37.7
TRX001178,U00938,P0076,5.29,0.2,5,0.99
TRX001179,U00155,P0215,8.91,0.2,0,7.13
TRX001180,U00803,P0068,11.9,0.0,0,11.9
TRX001181,U00863,P0100,9.26,0.1,0,8.33
TRX001182,U00013,P0042,44.11,0.1,5,34.7
TRX001183,U00441,P0209,8.4,0.7,0,2.52
TRX001184,U00830,P0031,23.47,0.1,0,21.12
TRX001185,U01413,P0158,41.39,0.2,0,33.11
TRX001186,U01392,P0009,5.81,0.9,10,0.99
TRX001187,U01469,P0292,8.19,0.2,0,6.55
TRX001188,U00781,P0207,97.81,0.5,5,43.91
TRX001189,U01162,P0249,93.78,0.2,0,75.02
TRX001190,U01155,P0066,17.21,0.0,0,17.21
TRX001191,U00707,P0194,8.83,0.7,5,0.99
TRX001192,U00442,P0165,10.11,0.5,5,0.99
TRX001193,U00889,P0007,16.61,0.2,0,13.29
TRX001194,U01228,P0044,8.19,0.1,0,7.37
TRX001195,U00817,P0076,39.99,0.7,10,2.0
TRX001196,U00446,P0154,6.2,0.1,0,5.58
TRX001197,U00068,P0277,10.45,0.2,0,8.36
TRX001198,U00114,P0266,17.13,0.1,0,15.42
TRX001199,U01275,P0134,7.11,0.1,10,0.99
TRX001200,U00824,P0274,6.98,0.1,0,6.28
TRX001201,U00838,P0052,43.92,0.1,0,39.53
TRX001202,U00635,P0127,11.23,0.5,0,5.62
TRX001203,U00988,P0162,24.86,0.0,0,24.86
TRX001204,U00859,P0045,15.75,0.5,5,2.88
TRX001205,U01210,P0102,11.92,0.2,0,9.54
TRX001206,U01127,P0001,5.0,0.5,0,2.5
TRX001207,U00646,P0034,87.57,0.2,0,70.06
TRX001208,U01410,P0286,37.34,0.7,10,1.2
TRX001209,U00161,P0138,14.7,0.1,5,8.23
TRX001210,U01493,P0049,15.36,0.1,10,3.82
TRX001211,U00816,P0025,8.18,0.0,0,8.18
TRX001212,U00241,P0277,90.26,0.1,0,81.23
TRX001213,U01395,P0108,10.18,0.1,10,0.99
TRX001214,U01287,P0011,43.35,0.2,5,29.68
TRX001215,U00579,P0224,17.5,0.1,0,15.75
TRX001216,U00540,P0011,24.52,0.2,5,14.62
TRX001217,U00088,P0087,64.52,0.1,5,53.07
TRX001218,U00456,P0041,14.51,0.0,5,9.51
TRX001219,U01149,P0025,9.1,0.1,5,3.19
TRX001220,U00301,P0010,12.77,0.1,5,6.49
TRX001221,U00607,P0246,14.91,0.0,5,9.91
TRX001222,U00593,P0200,5.0,0.5,10,0.99
TRX001223,U00794,P0209,34.87,0.1,5,26.38
TRX001224,U00151,P0274,20.95,0.1,0,18.86
TRX001225,U00100,P0170,25.4,0.1,0,22.86
TRX001226,U01326,P0220,20.94,0.1,0,18.85
TRX001227,U00338,P0031,24.56,0.0,0,24.56
TRX001228,U00760,P0292,12.7,0.2,5,5.16
TRX001229,U00102,P0274,13.64,0.9,0,1.36
TRX001230,U00090,P0164,12.54,0.1,5,6.29
TRX001231,U01142,P0009,15.23,0.2,0,12.18
TRX001232,U00816,P0208,31.35,0.1,0,28.22
TRX001233,U00779,P0007,23.1,0.1,0,20.79
TRX001234,U00864,P0208,43.86,0.0,0,43.86
TRX001235,U00139,P0226,23.53,0.9,0,2.35
TRX001236,U00265,P0092,25.63,0.1,0,23.07
TRX001237,U00542,P0188,26.37,0.1,10,13.73
TRX001238,U01317,P0269,14.13,0.2,5,6.3
TRX001239,U00880,P0170,14.69,0.1,10,3.22
TRX001240,U00767,P0240,20.82,0.0,0,20.82
TRX001241,U01111,P0136,20.15,0.2,5,11.12
TRX001242,U01414,P0246,22.66,0.1,5,15.39
TRX001243,U00660,P0123,22.66,0.7,10,0.99
TRX001244,U00970,P0122,61.14,0.2,5,43.91
TRX001245,U01405,P0094,28.56,0.2,0,22.85
TRX001246,U00284,P0109,13.66,0.9,0,1.37
TRX001247,U00679,P0165,31.88,0.1,0,28.69
TRX001248,U00414,P0283,38.33,0.9,0,3.83
TRX001249,U00378,P0222,72.51,0.1,0,65.26
TRX001250,U00816,P0206,22.51,0.7,5,1.75
TRX001251,U00776,P0018,14.11,0.2,5,6.29
TRX001252,U01491,P0028,15.71,0.1,0,14.14
TRX001253,U00877,P0233,10.22,0.7,10,0.99
TRX001254,U01042,P0183,17.87,0.2,5,9.3
TRX001255,U01175,P0230,17.88,0.2,0,14.3
TRX001256,U01177,P0278,7.26,0.5,10,0.99
TRX001257,U01207,P0162,21.18,0.1,5,14.06
TRX001258,U00262,P0068,84.55,0.5,10,32.27
TRX001259,U01353,P0054,14.64,0.7,0,4.39
TRX001260,U00282,P0099,20.25,0.5,10,0.99
TRX001261,U00699,P0204,15.06,0.2,0,12.05
TRX001262,U01077,P0280,7.64,0.2,0,6.11
TRX001263,U01429,P0040,34.22,0.5,5,12.11
TRX001264,U00802,P0013,33.93,0.5,0,16.96
TRX001265,U01390,P0278,20.16,0.2,10,6.13
TRX001266,U00855,P0043,79.62,0.1,0,71.66
TRX001267,U00569,P0170,5.0,0.7,0,1.5
TRX001268,U00883,P0141,12.42,0.0,0,12.42
TRX001269,U00597,P0030,11.97,0.1,0,10.77
TRX001270,U00607,P0003,34.79,0.1,10,21.31
TRX001271,U00652,P0241,47.95,0.2,10,28.36
TRX001272,U00435,P0263,94.84,0.2,0,75.87
TRX001273,U00063,P0143,19.86,0.2,0,15.89
TRX001274,U00277,P0140,6.45,0.1,0,5.81
TRX001275,U00651,P0022,9.69,0.5,5,0.99
TRX001276,U01312,P0115,49.88,0.2,5,34.9
TRX001277,U00003,P0087,17.74,0.1,10,5.97
TRX001278,U00681,P0267,5.0,0.1,10,0.99
TRX001279,U01362,P0236,7.61,0.2,5,1.09
TRX001280,U00413,P0002,15.69,0.2,5,7.55
TRX001281,U00218,P0293,11.87,0.5,0,5.93
TRX001282,U00340,P0236,25.11,0.2,0,20.09
TRX001283,U00826,P0094,27.31,0.9,10,0.99
TRX001284,U00960,P0277,103.02,0.2,0,82.42
TRX001285,U01276,P0281,17.38,0.2,0,13.9
TRX001286,U00311,P0088,22.44,0.1,5,15.2
TRX001287,U00559,P0278,10.96,0.2,5,3.77
TRX001288,U00862,P0255,18.12,0.1,0,16.31
TRX001289,U00927,P0108,15.06,0.2,0,12.05
TRX001290,U00344,P0208,29.27,0.5,0,14.63
TRX001291,U00035,P0246,13.9,0.2,5,6.12
TRX001292,U00181,P0281,42.31,0.7,5,7.69
TRX001293,U01047,P0069,21.63,0.5,0,10.81
TRX001294,U00097,P0233,48.18,0.2,0,38.54
TRX001295,U00563,P0262,8.92,0.2,5,2.14
TRX001296,U00943,P0262,15.14,0.2,10,2.11
TRX001297,U00906,P0121,18.4,0.5,5,4.2
TRX001298,U00902,P0017,30.59,0.1,5,22.53
TRX001299,U01456,P0144,18.95,0.9,5,0.99
TRX001300,U01335,P0053,17.79,0.5,10,0.99
TRX001301,U00234,P0167,11.52,0.7,5,0.99
TRX001302,U01102,P0028,6.98,0.7,0,2.09
TRX001303,U00540,P0211,56.5,0.1,10,40.85
TRX001304,U00136,P0222,9.39,0.1,0,8.45
TRX001305,U00728,P0299,41.2,0.5,0,20.6
TRX001306,U01456,P0020,7.16,0.1,10,0.99
TRX001307,U00465,P0090,15.79,0.9,0,1.58
TRX001308,U00050,P0239,58.86,0.7,0,17.66
TRX001309,U01295,P0294,13.38,0.0,5,8.38
TRX001310,U00007,P0173,5.0,0.0,0,5.0
TRX001311,U00203,P0117,23.54,0.1,0,21.19
TRX001312,U00922,P0148,9.02,0.0,10,0.99
TRX001313,U00413,P0015,27.63,0.7,0,8.29
TRX001314,U01143,P0097,11.89,0.2,0,9.51
TRX001315,U00004,P0072,75.6,0.7,0,22.68
TRX001316,U00551,P0279,64.28,0.0,10,54.28
TRX001317,U00734,P0009,75.88,0.2,0,60.7
TRX001318,U00433,P0126,80.07,0.5,0,40.03
TRX001319,U00772,P0027,36.83,0.2,0,29.46
TRX001320,U01255,P0172,30.88,0.1,5,22.79
TRX001321,U00612,P0024,122.33,0.9,10,2.23
TRX001322,U01493,P0107,137.52,0.5,5,63.76
TRX001323,U00289,P0093,7.62,0.2,0,6.1
TRX001324,U00766,P0247,18.55,0.1,10,6.7
TRX001325,U01208,P0163,22.13,0.2,0,17.7
TRX001326,U01053,P0100,34.38,0.0,5,29.38
TRX001327,U00176,P0160,22.01,0.0,0,22.01
TRX001328,U00996,P0281,30.08,0.0,0,30.08
TRX001329,U00678,P0233,30.98,0.2,10,14.78
TRX001330,U00763,P0135,6.54,0.1,5,0.99
TRX001331,U00687,P0172,22.92,0.1,10,10.63
TRX001332,U00838,P0246,28.45,0.0,0,28.45
TRX001333,U00870,P0128,28.79,0.1,0,25.91
TRX001334,U00378,P0091,24.52,0.0,0,24.52
TRX001335,U00234,P0107,19.57,0.1,0,17.61
TRX001336,U00440,P0082,11.12,0.1,5,5.01
TRX001337,U00381,P0257,6.6,0.1,0,5.94
TRX001338,U00112,P0299,51.33,0.9,0,5.13
TRX001339,U01356,P0294,6.92,0.1,0,6.23
TRX001340,U00828,P0190,66.19,0.5,5,28.09
TRX001341,U01310,P0262,104.97,0.2,0,83.98
TRX001342,U00327,P0148,9.47,0.7,5,0.99
TRX001343,U00427,P0288,6.89,0.7,0,2.07
TRX001344,U00594,P0104,9.83,0.7,5,0.99
TRX001345,U00321,P0235,45.11,0.2,0,36.09
TRX001346,U00842,P0281,17.01,0.1,5,10.31
TRX001347,U00607,P0290,6.54,0.2,5,0.99
TRX001348,U00208,P0202,14.7,0.7,5,0.99
TRX001349,U00971,P0067,10.41,0.1,10,0.99
TRX001350,U01139,P0072,16.05,0.1,0,14.45
TRX001351,U01213,P0153,24.0,0.1,5,16.6
TRX001352,U00706,P0208,5.0,0.1,10,0.99
TRX001353,U00024,P0111,8.79,0.2,5,2.03
TRX001354,U01162,P0236,41.68,0.0,0,41.68
TRX001355,U01229,P0057,142.11,0.1,0,127.9
TRX001356,U01498,P0300,23.09,0.0,5,18.09
TRX001357,U00988,P0106,37.21,0.5,0,18.61
TRX001358,U00890,P0253,14.21,0.2,0,11.37
TRX001359,U00052,P0025,39.55,0.7,10,1.87
TRX001360,U00828,P0279,46.22,0.9,5,0.99
TRX001361,U00529,P0257,88.09,0.1,0,79.28
TRX001362,U01159,P0050,19.84,0.2,10,5.87
TRX001363,U00203,P0045,22.21,0.7,5,1.66
TRX001364,U00622,P0238,14.26,0.2,0,11.41
TRX001365,U01295,P0154,9.81,0.7,0,2.94
TRX001366,U00604,P0220,46.22,0.1,0,41.6
TRX001367,U01347,P0195,42.78,0.1,0,38.5
TRX001368,U00688,P0112,31.33,0.1,0,28.2
TRX001369,U00706,P0173,28.54,0.5,0,14.27
TRX001370,U01450,P0239,19.46,0.2,5,10.57
TRX001371,U01038,P0292,58.73,0.9,0,5.87
TRX001372,U01359,P0206,10.93,0.1,0,9.84
TRX001373,U00934,P0080,14.45,0.2,0,11.56
TRX001374,U00603,P0141,102.07,0.1,0,91.86
TRX001375,U01435,P0263,5.12,0.7,0,1.54
TRX001376,U00206,P0249,18.16,0.1,0,16.34
TRX001377,U00287,P0118,26.64,0.1,0,23.98
TRX001378,U01242,P0153,16.4,0.0,0,16.4
TRX001379,U00764,P0053,11.84,0.1,0,10.66
TRX001380,U01318,P0272,143.2,0.2,10,104.56
TRX001381,U01003,P0285,58.74,0.2,0,46.99
TRX001382,U01274,P0148,18.8,0.7,5,0.99
TRX001383,U01344,P0135,15.79,0.5,0,7.89
TRX001384,U00047,P0198,23.52,0.1,0,21.17
TRX001385,U01368,P0075,68.08,0.2,10,44.46
TRX001386,U00654,P0170,120.06,0.2,10,86.05
TRX001387,U00383,P0295,20.55,0.2,10,6.44
TRX001388,U00031,P0194,7.92,0.0,0,7.92
TRX001389,U00089,P0043,14.02,0.2,10,1.22
TRX001390,U00733,P0113,15.49,0.2,5,7.39
TRX001391,U00606,P0138,12.98,0.2,10,0.99
TRX001392,U00289,P0129,5.04,0.1,0,4.54
TRX001393,U01475,P0170,7.07,0.1,0,6.36
TRX001394,U00787,P0090,42.69,0.5,5,16.34
TRX001395,U00454,P0074,11.85,0.2,0,9.48
TRX001396,U00464,P0024,11.3,0.1,10,0.99
TRX001397,U00907,P0081,34.59,0.1,0,31.13
TRX001398,U00245,P0184,21.25,0.2,5,12.0
TRX001399,U00454,P0065,35.3,0.9,0,3.53
TRX001400,U00016,P0095,12.35,0.1,0,11.12
TRX001401,U01268,P0116,7.98,0.2,0,6.38
TRX001402,U00300,P0095,23.82,0.5,0,11.91
TRX001403,U00006,P0231,7.54,0.7,0,2.26
TRX001404,U00170,P0198,9.9,0.2,0,7.92
TRX001405,U00502,P0228,74.37,0.2,10,49.5
TRX001406,U01022,P0220,56.88,0.9,5,0.99
TRX001407,U00138,P0065,56.42,0.2,10,35.14
TRX001408,U00320,P0068,49.82,0.1,5,39.84
TRX001409,U01296,P0219,23.8,0.1,5,16.42
TRX001410,U01326,P0263,15.51,0.1,0,13.96
TRX001411,U00083,P0015,35.02,0.5,5,12.51
TRX001412,U01440,P0038,13.17,0.1,0,11.85
TRX001413,U00260,P0246,20.72,0.1,0,18.65
TRX001414,U00431,P0269,63.9,0.1,0,57.51
TRX001415,U00805,P0150,28.5,0.5,0,14.25
TRX001416,U00452,P0128,23.9,0.2,10,9.12
TRX001417,U00533,P0271,10.78,0.2,0,8.62
TRX001418,U00645,P0003,42.27,0.9,5,0.99
TRX001419,U01377,P0028,49.92,0.5,10,14.96
TRX001420,U01197,P0111,114.21,0.1,10,92.79
TRX001421,U00009,P0096,27.59,0.7,0,8.28
TRX001422,U01010,P0291,12.27,0.2,10,0.99
TRX001423,U00417,P0118,11.26,0.0,0,11.26
TRX001424,U00911,P0080,5.0,0.2,10,0.99
TRX001425,U01495,P0228,34.08,0.2,5,22.26
TRX001426,U00056,P0026,20.77,0.7,5,1.23
TRX001427,U00420,P0109,9.25,0.2,0,7.4
TRX001428,U01429,P0106,134.9,0.1,10,111.41
TRX001429,U00050,P0288,118.91,0.1,5,102.02
TRX001430,U01155,P0111,28.17,0.1,10,15.35
TRX001431,U01087,P0031,15.73,0.9,5,0.99
TRX001432,U00126,P0145,7.47,0.0,0,7.47
TRX001433,U00392,P0268,15.68,0.2,0,12.54
TRX001434,U00212,P0207,24.39,0.2,0,19.51
TRX001435,U00187,P0020,33.19,0.7,0,9.96
TRX001436,U00893,P0048,16.89,0.1,5,10.2
TRX001437,U00790,P0225,8.95,0.2,5,2.16
TRX001438,U00682,P0275,32.11,0.1,0,28.9
TRX001439,U01118,P0190,20.87,0.9,5,0.99
TRX001440,U00194,P0240,7.79,0.7,5,0.99
TRX001441,U00877,P0281,5.0,0.0,10,0.99
TRX001442,U00367,P0246,21.27,0.5,0,10.63
TRX001443,U00338,P0164,39.64,0.7,0,11.89
TRX001444,U01097,P0289,20.65,0.7,0,6.2
TRX001445,U00991,P0244,5.0,0.9,0,0.99
TRX001446,U00407,P0001,39.51,0.5,0,19.75
TRX001447,U00289,P0100,16.68,0.1,5,10.01
TRX001448,U00962,P0049,52.15,0.5,10,16.07
TRX001449,U00748,P0223,12.51,0.5,0,6.25
TRX001450,U00589,P0137,9.02,0.0,5,4.02
TRX001451,U01398,P0187,26.94,0.1,5,19.25
TRX001452,U00940,P0011,8.19,0.1,0,7.37
TRX001453,U00170,P0169,67.44,0.0,0,67.44
TRX001454,U01371,P0134,22.14,0.5,10,1.07
TRX001455,U01040,P0257,16.94,0.7,5,0.99
TRX001456,U00497,P0259,44.45,0.7,10,3.34
TRX001457,U00188,P0254,11.94,0.2,0,9.55
TRX001458,U01476,P0256,37.42,0.2,0,29.94
TRX001459,U01119,P0201,16.86,0.2,0,13.49
TRX001460,U00294,P0254,52.81,0.7,0,15.84
TRX001461,U00656,P0216,53.84,0.1,5,43.46
TRX001462,U01078,P0121,14.58,0.0,0,14.58
TRX001463,U00356,P0270,6.01,0.1,10,0.99
TRX001464,U01274,P0118,83.07,0.0,0,83.07
TRX001465,U00349,P0274,23.45,0.5,0,11.72
TRX001466,U00940,P0132,9.46,0.5,10,0.99
TRX001467,U00075,P0179,8.89,0.2,5,2.11
TRX001468,U00286,P0049,10.49,0.2,10,0.99
TRX001469,U01327,P0015,20.44,0.5,0,10.22
TRX001470,U01348,P0272,9.89,0.2,10,0.99
TRX001471,U00051,P0045,18.04,0.5,5,4.02
TRX001472,U00910,P0264,16.04,0.5,5,3.02
TRX001473,U00666,P0087,39.85,0.2,10,21.88
TRX001474,U01159,P0275,19.97,0.1,0,17.97
TRX001475,U00779,P0152,90.85,0.7,0,27.26
TRX001476,U00256,P0226,20.7,0.1,10,8.63
TRX001477,U01209,P0181,33.12,0.0,5,28.12
TRX001478,U01335,P0185,5.86,0.5,0,2.93
TRX001479,U01150,P0252,11.91,0.0,0,11.91
TRX001480,U00697,P0007,6.99,0.0,5,1.99
TRX001481,U01355,P0177,27.09,0.1,0,24.38
TRX001482,U00028,P0256,29.69,0.2,0,23.75
TRX001483,U00285,P0133,14.7,0.1,0,13.23
TRX001484,U01315,P0142,23.91,0.1,10,11.52
TRX001485,U01476,P0195,8.17,0.1,5,2.35
TRX001486,U01343,P0220,16.32,0.7,10,0.99
TRX001487,U01038,P0102,25.38,0.7,5,2.61
TRX001488,U00443,P0223,5.0,0.9,10,0.99
TRX001489,U00748,P0269,5.0,0.7,0,1.5
TRX001490,U01346,P0129,6.37,0.1,10,0.99
TRX001491,U01483,P0157,17.85,0.9,0,1.78
TRX001492,U00938,P0101,17.09,0.1,10,5.38
TRX001493,U00291,P0162,16.88,0.1,5,10.19
TRX001494,U01146,P0180,20.72,0.1,0,18.65
TRX001495,U01152,P0049,15.22,0.7,0,4.57
TRX001496,U01007,P0170,9.17,0.1,5,3.25
TRX001497,U00822,P0184,28.64,0.1,5,20.78
TRX001498,U01073,P0187,28.44,0.2,5,17.75
TRX001499,U01295,P0221,82.77,0.5,5,36.38
TRX001500,U00705,P0184,28.58,0.1,5,20.72
TRX001501,U01114,P0056,12.67,0.2,0,10.14
TRX001502,U01473,P0086,7.55,0.5,0,3.77
TRX001503,U00804,P0082,60.99,0.0,5,55.99
TRX001504,U00152,P0224,12.0,0.5,10,0.99
TRX001505,U00257,P0215,6.56,0.0,0,6.56
TRX001506,U00632,P0258,35.4,0.1,10,21.86
TRX001507,U00821,P0153,6.98,0.1,0,6.28
TRX001508,U00776,P0239,29.45,0.1,5,21.5
TRX001509,U00398,P0044,5.8,0.2,0,4.64
TRX001510,U01361,P0300,72.0,0.2,0,57.6
TRX001511,U01239,P0065,6.85,0.1,0,6.17
TRX001512,U00110,P0258,31.91,0.2,10,15.53
TRX001513,U00660,P0227,24.01,0.5,0,12.01
TRX001514,U01318,P0150,44.67,0.1,5,35.2
TRX001515,U00651,P0027,216.72,0.0,5,211.72
TRX001516,U00437,P0159,7.62,0.2,10,0.99
TRX001517,U01329,P0025,17.26,0.5,0,8.63
TRX001518,U00492,P0218,8.9,0.2,0,7.12
TRX001519,U00100,P0161,32.6,0.1,0,29.34
TRX001520,U00741,P0121,21.15,0.1,5,14.04
TRX001521,U01483,P0211,26.21,0.1,5,18.59
TRX001522,U01230,P0007,7.05,0.2,5,0.99
TRX001523,U00725,P0067,59.32,0.0,0,59.32
TRX001524,U00057,P0273,12.71,0.5,0,6.36
TRX001525,U01275,P0136,24.64,0.1,0,22.18
TRX001526,U01229,P0096,24.28,0.2,0,19.42
TRX001527,U00290,P0218,21.0,0.1,5,13.9
TRX001528,U01013,P0107,13.49,0.2,0,10.79
TRX001529,U00446,P0148,7.28,0.1,5,1.55
TRX001530,U00147,P0235,42.57,0.2,0,34.06
TRX001531,U00231,P0204,74.09,0.1,10,56.68
TRX001532,U01215,P0262,24.54,0.7,10,0.99
TRX001533,U01109,P0113,6.79,0.2,0,5.43
TRX001534,U01448,P0059,14.86,0.2,0,11.89
TRX001535,U00103,P0194,19.01,0.2,0,15.21
TRX001536,U00042,P0045,46.65,0.2,0,37.32
TRX001537,U00686,P0230,5.61,0.5,5,0.99
TRX001538,U00647,P0083,9.11,0.7,0,2.73
TRX001539,U00729,P0265,18.58,0.2,0,14.86
TRX001540,U00833,P0125,29.45,0.0,0,29.45
TRX001541,U00365,P0213,47.4,0.2,0,37.92
TRX001542,U00803,P0272,19.78,0.9,0,1.98
TRX001543,U01012,P0179,31.72,0.1,0,28.55
TRX001544,U01258,P0270,109.24,0.1,5,93.32
TRX001545,U01232,P0183,20.06,0.5,5,5.03
TRX001546,U00314,P0247,5.0,0.7,10,0.99
TRX001547,U00217,P0225,22.41,0.2,5,12.93
TRX001548,U01011,P0216,11.23,0.7,10,0.99
TRX001549,U00249,P0278,8.81,0.1,0,7.93
TRX001550,U00446,P0027,7.36,0.2,0,5.89
TRX001551,U01333,P0220,15.98,0.7,5,0.99
TRX001552,U01439,P0056,32.64,0.2,5,21.11
TRX001553,U00137,P0106,25.48,0.1,0,22.93
TRX001554,U00023,P0093,21.31,0.1,5,14.18
TRX001555,U00126,P0211,15.23,0.5,0,7.62
TRX001556,U00595,P0138,16.35,0.1,5,9.72
TRX001557,U01420,P0144,21.14,0.1,5,14.03
TRX001558,U01347,P0034,26.5,0.9,0,2.65
TRX001559,U00395,P0277,16.22,0.1,0,14.6
TRX001560,U01042,P0092,13.8,0.1,0,12.42
TRX001561,U01184,P0090,142.1,0.1,0,127.89
TRX001562,U01168,P0178,32.6,0.1,5,24.34
TRX001563,U01247,P0009,41.63,0.5,0,20.82
TRX001564,U01050,P0097,5.47,0.1,0,4.92
TRX001565,U00968,P0190,99.99,0.2,0,79.99
TRX001566,U00360,P0146,25.04,0.1,5,17.54
TRX001567,U00551,P0105,8.93,0.2,0,7.14
TRX001568,U00983,P0005,5.0,0.1,0,4.5
TRX001569,U00964,P0208,15.0,0.1,5,8.5
TRX001570,U01128,P0261,20.88,0.7,0,6.26
TRX001571,U01058,P0223,7.66,0.2,0,6.13
TRX001572,U00888,P0300,24.69,0.0,10,14.69
TRX001573,U01467,P0230,38.02,0.5,0,19.01
TRX001574,U01406,P0050,20.09,0.1,5,13.08
TRX001575,U00754,P0223,10.65,0.7,10,0.99
TRX001576,U01449,P0296,96.14,0.5,0,48.07
TRX001577,U01149,P0223,78.05,0.2,0,62.44
TRX001578,U00115,P0124,13.59,0.2,10,0.99
TRX001579,U01289,P0211,20.91,0.2,5,11.73
TRX001580,U00453,P0010,5.79,0.5,0,2.9
TRX001581,U00173,P0107,39.15,0.7,10,1.75
TRX001582,U00973,P0025,7.7,0.7,0,2.31
TRX001583,U01393,P0145,26.03,0.2,5,15.82
TRX001584,U00402,P0114,5.62,0.1,5,0.99
TRX001585,U00255,P0229,12.06,0.2,10,0.99
TRX001586,U01103,P0161,5.0,0.2,5,0.99
TRX001587,U00767,P0140,12.6,0.7,10,0.99
TRX001588,U00057,P0123,35.57,0.2,0,28.46
TRX001589,U00863,P0240,13.2,0.2,0,10.56
TRX001590,U00122,P0030,37.2,0.5,5,13.6
TRX001591,U00732,P0260,43.69,0.5,0,21.84
TRX001592,U00701,P0093,17.26,0.7,10,0.99
TRX001593,U00076,P0134,5.0,0.2,0,4.0
TRX001594,U00864,P0040,5.0,0.0,5,0.99
TRX001595,U00178,P0281,76.68,0.2,5,56.34
TRX001596,U00964,P0230,10.74,0.2,0,8.59
TRX001597,U01196,P0211,7.86,0.5,0,3.93
TRX001598,U00703,P0192,17.5,0.0,5,12.5
TRX001599,U01177,P0096,5.0,0.7,0,1.5
TRX001600,U00519,P0029,7.3,0.1,0,6.57
TRX001601,U00437,P0283,14.99,0.2,5,6.99
TRX001602,U00385,P0168,43.22,0.2,0,34.58
TRX001603,U01034,P0247,7.89,0.9,5,0.99
TRX001604,U00982,P0155,5.0,0.0,0,5.0
TRX001605,U01053,P0192,35.74,0.9,5,0.99
TRX001606,U01307,P0086,10.16,0.2,0,8.13
TRX001607,U01446,P0039,127.07,0.2,0,101.66
TRX001608,U00707,P0092,5.0,0.1,0,4.5
TRX001609,U01500,P0029,153.21,0.0,0,153.21
TRX001610,U00322,P0053,29.58,0.2,10,13.66
TRX001611,U00356,P0033,12.66,0.7,0,3.8
TRX001612,U00743,P0101,43.71,0.5,10,11.86
TRX001613,U00904,P0273,58.83,0.7,5,12.65
TRX001614,U00834,P0222,43.63,0.1,10,29.27
TRX001615,U01224,P0051,66.2,0.7,5,14.86
TRX001616,U00047,P0215,39.67,0.9,10,0.99
TRX001617,U00328,P0129,48.16,0.2,0,38.53
TRX001618,U01307,P0206,16.31,0.1,5,9.68
TRX001619,U01017,P0294,29.53,0.5,0,14.77
TRX001620,U01009,P0067,64.68,0.5,5,27.34
TRX001621,U00548,P0287,12.21,0.1,10,0.99
TRX001622,U00382,P0023,22.06,0.1,10,9.85
TRX001623,U00033,P0195,53.3,0.1,10,37.97
TRX001624,U00540,P0231,46.09,0.9,0,4.61
TRX001625,U01300,P0258,57.05,0.1,0,51.34
TRX001626,U00884,P0069,24.88,0.1,5,17.39
TRX001627,U01428,P0122,40.86,0.9,0,4.09
TRX001628,U01489,P0100,15.06,0.2,0,12.05
TRX001629,U01183,P0008,20.75,0.1,5,13.68
TRX001630,U01148,P0087,9.39,0.9,5,0.99
TRX001631,U00741,P0120,17.32,0.1,0,15.59
TRX001632,U01493,P0114,16.16,0.1,5,9.54
TRX001633,U01284,P0271,19.9,0.5,0,9.95
TRX001634,U00326,P0270,78.08,0.7,5,18.42
TRX001635,U00086,P0224,43.45,0.2,5,29.76
TRX001636,U01251,P0205,14.91,0.1,10,3.42
TRX001637,U00686,P0076,38.89,0.1,10,25.0
TRX001638,U01031,P0251,9.67,0.1,5,3.7
TRX001639,U01401,P0081,10.62,0.1,5,4.56
TRX001640,U01256,P0209,6.85,0.1,0,6.17
TRX001641,U01085,P0219,22.19,0.7,0,6.66
TRX001642,U00393,P0020,43.09,0.0,5,38.09
TRX001643,U01074,P0144,21.82,0.1,5,14.64
TRX001644,U00893,P0026,39.69,0.9,10,0.99
TRX001645,U01134,P0003,82.47,0.7,0,24.74
TRX001646,U00214,P0178,64.68,0.1,0,58.21
TRX001647,U00993,P0137,77.97,0.2,5,57.38
TRX001648,U01279,P0294,46.99,0.0,5,41.99
TRX001649,U01027,P0187,19.35,0.0,10,9.35
TRX001650,U01141,P0126,15.78,0.7,5,0.99
TRX001651,U00374,P0214,17.85,0.1,0,16.07
TRX001652,U00985,P0176,75.3,0.0,5,70.3
TRX001653,U00768,P0190,51.83,0.2,0,41.46
TRX001654,U01270,P0278,14.99,0.1,5,8.49
TRX001655,U00912,P0223,8.83,0.2,0,7.06
TRX001656,U01308,P0157,33.76,0.1,5,25.38
TRX001657,U00289,P0002,27.2,0.2,10,11.76
TRX001658,U00432,P0185,60.31,0.2,0,48.25
