ID_Transaccion,Fecha_Compra,Dias_Transito_Internacional,Costo_Envio_Subsidiado_USD,Dias_Ultima_Milla_Peru
TRX000717,2024-10-24,7,0,5
TRX000718,2024-07-07,13,4.99,4
TRX000719,2024-05-28,13,0,3
TRX000720,2024-09-17,17,0,2
TRX000721,2024-09-06,13,2.99,1
TRX000722,2024-06-05,12,2.99,3
TRX000723,2024-05-16,11,0,3
TRX000724,2024-06-18,11,0,3
TRX000725,2024-10-01,9,0,2
TRX000726,2024-05-12,10,0,2
TRX000727,2024-07-03,14,2.99,3
TRX000728,2024-08-26,6,0,1
TRX000729,2024-10-04,7,0,1
TRX000730,2024-05-17,10,0,3
TRX000731,2024-06-02,6,4.99,6
TRX000732,2024-10-05,15,4.99,3
TRX000733,2024-05-23,11,2.99,2
TRX000734,2024-08-13,13,0,3
TRX000735,2024-07-25,12,2.99,3
TRX000736,2024-05-25,8,2.99,3
TRX000737,2024-05-17,14,0,3
TRX000738,2024-08-11,8,0,3
TRX000739,2024-06-17,10,2.99,4
TRX000740,2024-08-21,10,0,4
TRX000741,2024-06-01,7,0,1
TRX000742,2024-10-25,13,0,3
TRX000743,2024-07-03,8,0,1
TRX000744,2024-05-02,15,0,3
TRX000745,2024-08-05,11,2.99,2
TRX000746,2024-08-20,11,0,3
TRX000747,2024-07-18,9,0,3
TRX000748,2024-07-06,13,0,1
TRX000749,2024-10-03,11,0,1
TRX000750,2024-06-16,17,0,2
TRX000751,2024-05-21,13,0,4
TRX000752,2024-05-02,12,0,1
TRX000753,2024-09-30,11,2.99,4
TRX000754,2024-07-07,14,0,1
TRX000755,2024-07-27,14,0,3
TRX000756,2024-06-13,10,0,3
TRX000757,2024-07-08,9,0,5
TRX000758,2024-06-20,12,0,2
TRX000759,2024-10-06,8,0,2
TRX000760,2024-10-21,11,0,1
TRX000761,2024-09-16,6,0,5
TRX000762,2024-05-09,5,4.99,6
TRX000763,2024-10-27,13,0,3
TRX000764,2024-05-18,13,0,1
TRX000765,2024-08-01,14,0,2
TRX000766,2024-06-07,5,0,2
TRX000767,2024-10-24,7,4.99,1
TRX000768,2024-06-05,11,2.99,4
TRX000769,2024-06-27,13,0,2
TRX000770,2024-09-05,18,0,3
TRX000771,2024-06-24,6,2.99,3
TRX000772,2024-08-07,9,0,3
TRX000773,2024-08-07,14,2.99,3
TRX000774,2024-09-08,12,0,1
TRX000775,2024-05-26,17,0,3
TRX000776,2024-07-24,15,0,2
TRX000777,2024-05-24,15,0,5
TRX000778,2024-06-27,12,0,2
TRX000779,2024-09-21,8,0,3
TRX000780,2024-08-12,14,0,4
TRX000781,2024-10-22,11,0,2
TRX000782,2024-05-20,6,0,1
TRX000783,2024-10-09,16,2.99,1
TRX000784,2024-09-24,10,0,3
TRX000785,2024-05-24,11,0,2
TRX000786,2024-09-19,12,0,3
TRX000787,2024-09-28,13,0,3
TRX000788,2024-09-19,10,0,4
TRX000789,2024-08-02,16,0,2
TRX000790,2024-07-27,5,0,4
TRX000791,2024-07-11,11,0,3
TRX000792,2024-06-04,13,2.99,2
TRX000793,2024-05-16,14,4.99,4
TRX000794,2024-05-12,11,2.99,1
TRX000795,2024-07-20,12,0,2
TRX000796,2024-07-23,11,0,1
TRX000797,2024-07-05,9,0,2
TRX000798,2024-06-21,13,0,1
TRX000799,2024-08-12,13,0,3
TRX000800,2024-07-01,8,0,5
TRX000801,2024-07-04,12,0,5
TRX000802,2024-10-09,14,2.99,2
TRX000803,2024-08-01,13,0,1
TRX000804,2024-09-30,18,2.99,3
TRX000805,2024-05-26,7,0,7
TRX000806,2024-10-28,16,0,2
TRX000807,2024-07-08,14,0,2
TRX000808,2024-09-22,7,0,5
TRX000809,2024-07-28,13,0,5
TRX000810,2024-09-04,14,0,3
TRX000811,2024-05-13,6,4.99,4
TRX000812,2024-05-31,14,2.99,3
TRX000813,2024-07-16,6,4.99,1
TRX000814,2024-07-02,15,0,1
TRX000815,2024-10-12,14,2.99,4
TRX000816,2024-08-31,11,2.99,5
TRX000817,2024-07-13,5,4.99,2
TRX000818,2024-06-10,11,0,3
TRX000819,2024-06-17,14,0,2
TRX000820,2024-06-26,9,0,5
TRX000821,2024-07-02,7,0,5
TRX000822,2024-05-23,9,0,4
TRX000823,2024-09-22,10,0,1
TRX000824,2024-08-17,10,0,4
TRX000825,2024-09-11,6,4.99,3
TRX000826,2024-06-11,12,0,5
TRX000827,2024-09-24,14,0,5
TRX000828,2024-08-04,10,0,4
TRX000829,2024-05-13,15,2.99,3
TRX000830,2024-06-09,8,2.99,2
TRX000831,2024-08-31,8,0,3
TRX000832,2024-05-16,11,0,4
TRX000833,2024-08-01,9,0,1
TRX000834,2024-07-10,16,0,2
TRX000835,2024-06-19,10,0,5
TRX000836,2024-10-22,13,0,2
TRX000837,2024-06-03,17,0,3
TRX000838,2024-10-03,18,0,3
TRX000839,2024-05-18,17,0,1
TRX000840,2024-08-02,6,4.99,4
TRX000841,2024-09-09,15,0,3
TRX000842,2024-06-20,10,0,1
TRX000843,2024-06-13,15,2.99,1
TRX000844,2024-07-27,15,0,2
TRX000845,2024-09-04,8,0,4
TRX000846,2024-05-22,9,0,1
TRX000847,2024-06-17,5,0,4
TRX000848,2024-10-24,12,2.99,3
TRX000849,2024-08-08,15,0,4
TRX000850,2024-10-10,10,4.99,3
TRX000851,2024-05-17,15,0,1
TRX000852,2024-09-24,9,0,5
TRX000853,2024-09-25,7,0,2
TRX000854,2024-07-01,8,4.99,4
TRX000855,2024-06-20,13,2.99,3
TRX000856,2024-08-24,10,0,2
TRX000857,2024-07-31,8,0,3
TRX000858,2024-08-01,13,0,1
TRX000859,2024-09-05,8,2.99,4
TRX000860,2024-06-07,12,0,4
TRX000861,2024-05-16,13,0,2
TRX000862,2024-08-03,10,4.99,4
TRX000863,2024-06-19,10,0,3
TRX000864,2024-05-23,10,0,3
TRX000865,2024-05-07,13,0,2
TRX000866,2024-07-30,14,0,1
TRX000867,2024-06-18,8,0,4
TRX000868,2024-06-28,10,0,3
TRX000869,2024-09-05,10,0,3
TRX000870,2024-06-09,9,2.99,3
TRX000871,2024-10-18,10,2.99,3
TRX000872,2024-07-07,13,4.99,3
TRX000873,2024-07-14,10,0,2
TRX000874,2024-08-12,13,2.99,3
TRX000875,2024-08-31,6,2.99,3
TRX000876,2024-05-27,12,0,2
TRX000877,2024-08-07,12,0,4
TRX000878,2024-08-02,10,0,3
TRX000879,2024-08-03,9,0,6
TRX000880,2024-10-19,16,0,4
TRX000881,2024-06-05,12,4.99,3
TRX000882,2024-05-23,12,0,3
TRX000883,2024-09-11,12,0,2
TRX000884,2024-10-20,12,0,1
TRX000885,2024-10-09,13,0,1
TRX000886,2024-07-19,14,0,6
TRX000887,2024-05-07,12,0,3
TRX000888,2024-06-05,8,0,3
TRX000889,2024-05-23,15,2.99,2
TRX000890,2024-07-30,11,0,3
TRX000891,2024-10-10,12,0,1
TRX000892,2024-05-03,13,0,4
TRX000893,2024-07-14,12,0,4
TRX000894,2024-10-16,9,0,3
TRX000895,2024-06-01,6,0,1
TRX000896,2024-06-27,9,0,2
TRX000897,2024-08-31,12,0,2
TRX000898,2024-09-24,10,0,3
TRX000899,2024-08-14,17,0,1
TRX000900,2024-09-23,9,2.99,3
TRX000901,2024-06-04,10,2.99,3
TRX000902,2024-07-24,8,2.99,1
TRX000903,2024-07-16,7,0,3
TRX000904,2024-06-22,11,2.99,3
TRX000905,2024-10-15,15,0,3
TRX000906,2024-05-08,17,4.99,3
TRX000907,2024-10-15,14,0,4
TRX000908,2024-06-23,12,0,2
TRX000909,2024-07-26,15,0,4
TRX000910,2024-10-07,12,0,2
TRX000911,2024-08-28,10,0,1
TRX000912,2024-08-31,9,2.99,2
TRX000913,2024-06-29,10,0,2
TRX000914,2024-06-03,15,0,3
TRX000915,2024-05-14,5,2.99,3
TRX000916,2024-05-27,13,0,1
TRX000917,2024-07-07,8,0,4
TRX000918,2024-05-17,13,0,4
TRX000919,2024-06-07,9,0,4
TRX000920,2024-05-13,14,0,4
TRX000921,2024-05-19,15,2.99,2
TRX000922,2024-09-28,16,0,2
TRX000923,2024-07-05,13,0,3
TRX000924,2024-10-21,9,0,5
TRX000925,2024-07-17,6,0,1
TRX000926,2024-08-27,13,2.99,3
TRX000927,2024-08-23,14,2.99,1
TRX000928,2024-08-24,14,0,2
TRX000929,2024-06-06,12,0,3
TRX000930,2024-08-14,12,0,3
TRX000931,2024-06-14,16,0,4
TRX000932,2024-10-07,7,0,2
TRX000933,2024-09-24,15,0,1
TRX000934,2024-05-20,10,0,3
TRX000935,2024-07-16,9,0,3
TRX000936,2024-07-18,12,0,1
TRX000937,2024-08-31,9,0,3
TRX000938,2024-07-19,12,0,2
TRX000939,2024-06-15,13,0,3
TRX000940,2024-05-29,11,0,4
TRX000941,2024-10-04,9,0,1
TRX000942,2024-05-15,12,0,4
TRX000943,2024-07-26,13,2.99,3
TRX000944,2024-06-30,11,0,2
TRX000945,2024-08-10,8,2.99,1
TRX000946,2024-06-22,14,2.99,1
TRX000947,2024-10-09,14,0,6
TRX000948,2024-07-18,13,4.99,2
TRX000949,2024-06-27,10,0,2
TRX000950,2024-10-27,19,0,3
TRX000951,2024-09-11,10,0,4
TRX000952,2024-09-06,11,0,1
TRX000953,2024-06-08,14,0,2
TRX000954,2024-07-22,9,0,3
TRX000955,2024-08-22,14,0,2
TRX000956,2024-08-17,5,0,1
TRX000957,2024-10-22,10,0,1
TRX000958,2024-10-03,13,0,1
TRX000959,2024-09-14,11,0,4
TRX000960,2024-10-17,8,2.99,1
TRX000961,2024-07-14,13,0,1
TRX000962,2024-06-26,18,0,3
TRX000963,2024-08-30,17,4.99,2
TRX000964,2024-08-03,12,0,2
TRX000965,2024-06-22,15,0,6
TRX000966,2024-10-18,17,0,1
TRX000967,2024-05-09,8,0,5
TRX000968,2024-07-04,14,0,4
TRX000969,2024-05-10,10,0,1
TRX000970,2024-08-17,12,2.99,2
TRX000971,2024-05-08,16,2.99,2
TRX000972,2024-08-20,11,2.99,3
TRX000973,2024-07-29,12,2.99,3
TRX000974,2024-05-24,13,0,2
TRX000975,2024-07-03,12,0,1
TRX000976,2024-10-22,12,2.99,2
TRX000977,2024-05-14,12,0,1
TRX000978,2024-08-02,10,0,1
TRX000979,2024-08-26,14,2.99,3
TRX000980,2024-06-19,13,0,3
TRX000981,2024-08-30,7,2.99,1
TRX000982,2024-07-13,13,0,1
TRX000983,2024-07-23,9,2.99,2
TRX000984,2024-10-23,9,2.99,3
TRX000985,2024-07-19,10,0,3
TRX000986,2024-05-14,8,0,1
TRX000987,2024-06-29,10,0,4
TRX000988,2024-07-13,13,0,4
TRX000989,2024-09-03,10,0,1
TRX000990,2024-09-27,8,0,3
TRX000991,2024-05-21,11,0,1
TRX000992,2024-06-22,7,0,4
TRX000993,2024-08-20,7,0,3
TRX000994,2024-09-25,17,0,3
TRX000995,2024-08-17,12,0,4
TRX000996,2024-05-06,12,0,1
TRX000997,2024-07-01,11,0,3
TRX000998,2024-07-20,10,0,3
TRX000999,2024-06-04,8,0,2
TRX001000,2024-08-11,14,0,4
TRX001001,2024-10-08,14,2.99,2
TRX001002,2024-10-18,12,2.99,5
TRX001003,2024-08-06,10,0,2
TRX001004,2024-05-08,14,0,1
TRX001005,2024-07-05,13,0,2
TRX001006,2024-06-22,8,0,5
TRX001007,2024-06-04,11,0,1
TRX001008,2024-05-27,11,0,4
TRX001009,2024-05-12,5,0,1
TRX001010,2024-07-11,15,0,2
TRX001011,2024-06-04,7,0,3
TRX001012,2024-08-07,14,0,1
TRX001013,2024-09-07,10,0,1
TRX001014,2024-08-30,6,0,3
TRX001015,2024-08-16,11,0,3
TRX001016,2024-06-13,13,0,2
TRX001017,2024-10-24,13,0,1
TRX001018,2024-09-19,11,0,2
TRX001019,2024-09-20,13,4.99,1
TRX001020,2024-09-04,14,0,1
TRX001021,2024-07-18,14,0,1
TRX001022,2024-10-15,15,0,6
TRX001023,2024-06-20,10,0,1
TRX001024,2024-07-02,16,0,5
TRX001025,2024-06-11,14,2.99,3
TRX001026,2024-05-07,12,2.99,1
TRX001027,2024-05-18,11,0,2
TRX001028,2024-06-03,12,0,3
TRX001029,2024-10-18,10,0,2
TRX001030,2024-06-16,8,0,4
TRX001031,2024-05-07,13,0,5
TRX001032,2024-06-03,15,0,4
TRX001033,2024-10-03,11,0,4
TRX001034,2024-05-03,9,0,2
TRX001035,2024-07-14,10,0,1
TRX001036,2024-06-21,5,0,5
TRX001037,2024-05-11,11,0,2
TRX001038,2024-05-03,17,0,7
TRX001039,2024-05-16,11,0,4
TRX001040,2024-05-01,8,0,2
TRX001041,2024-05-24,12,0,1
TRX001042,2024-09-26,8,0,1
TRX001043,2024-05-22,10,0,5
TRX001044,2024-09-30,15,0,1
TRX001045,2024-05-25,8,0,2
TRX001046,2024-09-24,14,4.99,2
TRX001047,2024-08-14,12,2.99,4
TRX001048,2024-08-12,10,0,3
TRX001049,2024-09-07,7,0,3
TRX001050,2024-05-09,8,0,2
TRX001051,2024-07-19,18,0,4
TRX001052,2024-09-21,15,0,2
TRX001053,2024-10-18,5,2.99,4
TRX001054,2024-05-14,15,0,3
TRX001055,2024-10-08,18,0,1
TRX001056,2024-08-20,12,2.99,1
TRX001057,2024-06-06,5,0,4
TRX001058,2024-05-02,8,0,4
TRX001059,2024-08-13,14,0,2
TRX001060,2024-09-08,9,2.99,3
TRX001061,2024-08-13,13,2.99,3
TRX001062,2024-09-26,13,0,3
TRX001063,2024-06-30,11,0,2
TRX001064,2024-05-23,9,2.99,4
TRX001065,2024-10-24,17,2.99,2
TRX001066,2024-05-21,8,0,2
TRX001067,2024-09-06,15,0,3
TRX001068,2024-05-05,11,0,3
TRX001069,2024-06-17,16,0,3
TRX001070,2024-10-12,14,4.99,1
TRX001071,2024-05-13,14,0,5
TRX001072,2024-09-05,11,0,1
TRX001073,2024-07-30,8,0,2
TRX001074,2024-10-10,8,2.99,3
TRX001075,2024-05-31,11,0,6
TRX001076,2024-10-01,12,0,1
TRX001077,2024-06-09,10,0,3
TRX001078,2024-06-20,6,0,3
TRX001079,2024-08-02,8,4.99,3
TRX001080,2024-06-04,12,0,4
TRX001081,2024-09-19,14,0,2
TRX001082,2024-05-31,12,2.99,5
TRX001083,2024-06-07,12,2.99,2
TRX001084,2024-06-10,11,0,4
TRX001085,2024-05-03,17,0,2
TRX001086,2024-05-26,11,0,3
TRX001087,2024-10-05,15,0,3
TRX001088,2024-09-05,7,0,4
TRX001089,2024-05-29,12,2.99,4
TRX001090,2024-09-22,10,0,3
TRX001091,2024-07-14,16,4.99,1
TRX001092,2024-08-22,14,0,3
TRX001093,2024-06-28,7,0,1
TRX001094,2024-08-22,11,0,3
TRX001095,2024-08-09,13,0,2
TRX001096,2024-05-03,6,0,4
TRX001097,2024-08-30,11,0,2
TRX001098,2024-08-13,15,0,1
TRX001099,2024-07-06,16,0,5
TRX001100,2024-07-23,9,4.99,2
TRX001101,2024-08-27,12,0,1
TRX001102,2024-07-06,13,0,3
TRX001103,2024-09-01,16,2.99,5
TRX001104,2024-06-12,14,0,3
TRX001105,2024-06-14,9,4.99,5
TRX001106,2024-09-23,12,4.99,2
TRX001107,2024-05-19,17,0,1
TRX001108,2024-07-27,9,0,1
TRX001109,2024-05-29,18,0,4
TRX001110,2024-09-22,14,2.99,3
TRX001111,2024-06-02,16,0,2
TRX001112,2024-07-29,10,0,1
TRX001113,2024-08-25,8,0,4
TRX001114,2024-09-07,14,2.99,1
TRX001115,2024-05-27,11,0,1
TRX001116,2024-06-30,10,0,2
TRX001117,2024-06-12,13,0,3
TRX001118,2024-06-27,14,0,2
TRX001119,2024-06-23,9,0,1
TRX001120,2024-06-03,15,0,3
TRX001121,2024-09-26,7,0,5
TRX001122,2024-08-11,13,0,4
TRX001123,2024-09-22,14,0,3
TRX001124,2024-05-26,9,0,3
TRX001125,2024-08-07,16,0,5
TRX001126,2024-05-02,10,0,2
TRX001127,2024-10-24,13,0,3
TRX001128,2024-07-16,12,0,5
TRX001129,2024-07-04,16,0,3
TRX001130,2024-05-29,7,4.99,1
TRX001131,2024-06-23,13,0,4
TRX001132,2024-05-15,13,0,4
TRX001133,2024-09-12,10,0,1
TRX001134,2024-08-12,12,0,2
TRX001135,2024-10-11,9,0,4
TRX001136,2024-05-03,12,0,1
TRX001137,2024-06-16,13,2.99,2
TRX001138,2024-09-30,12,0,3
TRX001139,2024-07-27,12,0,3
TRX001140,2024-05-05,11,0,1
TRX001141,2024-08-27,8,0,6
TRX001142,2024-09-02,10,0,1
TRX001143,2024-09-12,11,0,2
TRX001144,2024-08-17,8,0,1
TRX001145,2024-05-24,12,2.99,4
TRX001146,2024-06-20,8,0,3
TRX001147,2024-07-04,8,4.99,2
TRX001148,2024-09-08,11,0,2
TRX001149,2024-08-22,11,0,2
TRX001150,2024-06-20,9,0,2
TRX001151,2024-06-05,8,0,1
TRX001152,2024-10-15,19,0,3
TRX001153,2024-07-11,12,0,3
TRX001154,2024-10-20,9,2.99,3
TRX001155,2024-08-26,14,0,5
TRX001156,2024-06-03,10,0,1
TRX001157,2024-10-03,11,0,1
TRX001158,2024-07-25,15,2.99,3
TRX001159,2024-05-10,15,0,3
TRX001160,2024-10-18,13,0,5
TRX001161,2024-09-25,13,0,1
TRX001162,2024-07-24,9,0,1
TRX001163,2024-10-06,16,0,4
TRX001164,2024-10-11,11,2.99,3
TRX001165,2024-10-22,14,0,2
TRX001166,2024-10-21,12,0,2
TRX001167,2024-05-31,8,0,1
TRX001168,2024-05-02,6,0,2
TRX001169,2024-10-18,13,0,3
TRX001170,2024-09-22,9,0,2
TRX001171,2024-10-03,9,0,1
TRX001172,2024-10-25,9,0,1
TRX001173,2024-07-09,11,0,1
TRX001174,2024-09-26,15,2.99,1
TRX001175,2024-10-01,15,0,4
TRX001176,2024-09-10,8,2.99,1
TRX001177,2024-07-15,18,0,4
TRX001178,2024-07-26,13,0,2
TRX001179,2024-10-01,11,0,4
TRX001180,2024-06-04,13,0,2
TRX001181,2024-09-30,6,0,1
TRX001182,2024-07-15,14,0,1
TRX001183,2024-06-27,9,0,1
TRX001184,2024-08-23,18,0,3
TRX001185,2024-09-06,12,2.99,3
TRX001186,2024-10-27,11,0,6
TRX001187,2024-08-11,13,4.99,1
TRX001188,2024-10-07,15,0,2
TRX001189,2024-05-13,10,0,3
TRX001190,2024-05-19,19,0,2
TRX001191,2024-06-09,9,0,1
TRX001192,2024-08-11,8,0,2
TRX001193,2024-07-04,14,0,5
TRX001194,2024-05-03,18,0,3
TRX001195,2024-07-18,7,2.99,2
TRX001196,2024-09-25,10,0,3
TRX001197,2024-10-18,13,2.99,3
TRX001198,2024-06-29,18,4.99,3
TRX001199,2024-09-17,10,0,6
TRX001200,2024-08-30,10,2.99,2
TRX001201,2024-10-14,10,0,4
TRX001202,2024-07-05,13,0,3
TRX001203,2024-06-20,10,4.99,2
TRX001204,2024-06-15,13,0,2
TRX001205,2024-06-17,11,0,4
TRX001206,2024-05-07,5,0,4
TRX001207,2024-07-22,9,0,5
TRX001208,2024-05-23,9,0,3
TRX001209,2024-05-19,13,0,1
TRX001210,2024-07-06,11,0,5
TRX001211,2024-09-28,7,0,3
TRX001212,2024-07-03,7,0,1
TRX001213,2024-05-11,10,2.99,3
TRX001214,2024-05-04,13,0,4
TRX001215,2024-08-15,10,0,3
TRX001216,2024-05-14,12,0,1
TRX001217,2024-05-24,13,0,1
TRX001218,2024-06-07,13,0,1
TRX001219,2024-05-29,16,0,1
TRX001220,2024-08-29,10,4.99,1
TRX001221,2024-10-21,5,2.99,3
TRX001222,2024-09-24,10,0,3
TRX001223,2024-09-25,14,0,2
TRX001224,2024-09-02,14,0,1
TRX001225,2024-07-01,11,0,2
TRX001226,2024-09-17,11,0,2
TRX001227,2024-05-06,9,0,1
TRX001228,2024-06-29,14,2.99,1
TRX001229,2024-09-04,12,0,5
TRX001230,2024-10-02,11,0,4
TRX001231,2024-10-09,10,2.99,2
TRX001232,2024-10-23,10,0,3
TRX001233,2024-06-05,17,0,2
TRX001234,2024-05-17,10,0,4
TRX001235,2024-05-25,16,0,2
TRX001236,2024-07-02,9,0,2
TRX001237,2024-08-28,16,0,1
TRX001238,2024-08-20,18,2.99,2
TRX001239,2024-10-03,12,0,1
TRX001240,2024-07-02,16,2.99,2
TRX001241,2024-06-11,12,0,4
TRX001242,2024-06-23,6,0,1
TRX001243,2024-08-26,6,0,1
TRX001244,2024-06-27,10,0,1
TRX001245,2024-08-17,12,0,2
TRX001246,2024-05-19,9,2.99,1
TRX001247,2024-08-08,9,0,6
TRX001248,2024-05-01,11,0,1
TRX001249,2024-08-24,11,2.99,1
TRX001250,2024-05-08,14,0,2
TRX001251,2024-06-04,14,2.99,2
TRX001252,2024-05-05,9,0,1
TRX001253,2024-08-19,13,0,3
TRX001254,2024-08-12,15,2.99,1
TRX001255,2024-09-11,16,0,6
TRX001256,2024-10-01,12,2.99,1
TRX001257,2024-10-17,11,0,3
TRX001258,2024-07-05,13,0,2
TRX001259,2024-05-05,14,0,3
TRX001260,2024-10-28,18,0,1
TRX001261,2024-09-09,7,2.99,3
TRX001262,2024-10-16,6,0,2
TRX001263,2024-08-03,11,4.99,1
TRX001264,2024-08-18,10,0,1
TRX001265,2024-06-09,12,0,3
TRX001266,2024-05-26,9,0,3
TRX001267,2024-07-31,12,4.99,4
TRX001268,2024-09-12,8,2.99,3
TRX001269,2024-06-09,14,0,3
TRX001270,2024-06-21,12,0,4
TRX001271,2024-08-13,8,0,4
TRX001272,2024-05-12,12,0,1
TRX001273,2024-08-19,9,0,1
TRX001274,2024-07-08,14,0,3
TRX001275,2024-09-03,12,4.99,2
TRX001276,2024-07-26,8,0,1
TRX001277,2024-05-12,9,0,4
TRX001278,2024-05-05,6,0,3
TRX001279,2024-05-30,12,2.99,2
TRX001280,2024-06-03,13,0,1
TRX001281,2024-08-18,13,0,5
TRX001282,2024-09-10,13,0,5
TRX001283,2024-05-23,10,0,1
TRX001284,2024-06-07,16,2.99,1
TRX001285,2024-06-04,11,0,2
TRX001286,2024-09-24,16,0,3
TRX001287,2024-08-28,9,0,4
TRX001288,2024-09-12,16,2.99,4
TRX001289,2024-10-02,12,0,4
TRX001290,2024-07-07,8,0,2
TRX001291,2024-06-16,13,0,4
TRX001292,2024-06-09,15,0,2
TRX001293,2024-08-11,11,4.99,1
TRX001294,2024-06-07,10,0,2
TRX001295,2024-08-25,7,0,3
TRX001296,2024-06-27,13,0,2
TRX001297,2024-06-25,6,0,4
TRX001298,2024-09-12,7,2.99,3
TRX001299,2024-05-27,14,0,4
TRX001300,2024-10-13,13,0,1
TRX001301,2024-05-20,9,0,2
TRX001302,2024-10-11,17,0,2
TRX001303,2024-06-29,11,2.99,3
TRX001304,2024-07-21,6,0,3
TRX001305,2024-10-28,11,0,1
TRX001306,2024-07-24,5,0,1
TRX001307,2024-09-18,14,0,1
TRX001308,2024-08-07,14,0,1
TRX001309,2024-07-08,13,0,2
TRX001310,2024-06-12,15,0,4
TRX001311,2024-10-26,9,0,4
TRX001312,2024-09-29,14,0,1
TRX001313,2024-05-08,9,0,1
TRX001314,2024-06-01,9,0,2
TRX001315,2024-05-09,11,0,4
TRX001316,2024-06-23,10,0,1
TRX001317,2024-10-10,15,0,2
TRX001318,2024-08-26,10,0,4
TRX001319,2024-06-25,13,0,4
TRX001320,2024-10-11,13,0,5
TRX001321,2024-09-18,13,0,1
TRX001322,2024-07-09,13,0,1
TRX001323,2024-07-01,11,2.99,3
TRX001324,2024-06-08,11,0,3
TRX001325,2024-09-27,13,0,2
TRX001326,2024-08-04,10,0,2
TRX001327,2024-06-28,13,0,1
TRX001328,2024-05-12,9,0,1
TRX001329,2024-06-06,9,0,4
TRX001330,2024-05-04,11,0,3
TRX001331,2024-06-13,11,0,2
TRX001332,2024-07-05,10,0,4
TRX001333,2024-06-04,16,0,2
TRX001334,2024-10-15,19,0,3
TRX001335,2024-06-28,14,0,2
TRX001336,2024-07-25,13,0,1
TRX001337,2024-05-02,15,0,3
TRX001338,2024-08-25,9,2.99,1
TRX001339,2024-06-29,10,0,1
TRX001340,2024-05-17,11,0,5
TRX001341,2024-08-30,14,0,3
TRX001342,2024-07-09,14,0,2
TRX001343,2024-10-10,9,2.99,4
TRX001344,2024-08-08,7,0,3
TRX001345,2024-10-08,8,0,1
TRX001346,2024-07-03,11,0,2
TRX001347,2024-09-17,12,0,3
TRX001348,2024-06-20,11,0,2
TRX001349,2024-05-02,14,0,4
TRX001350,2024-06-23,18,4.99,5
TRX001351,2024-06-06,8,0,2
TRX001352,2024-10-01,13,2.99,3
TRX001353,2024-10-18,14,0,4
TRX001354,2024-10-20,16,0,3
TRX001355,2024-09-24,13,0,4
TRX001356,2024-06-19,12,0,4
TRX001357,2024-09-22,11,0,1
TRX001358,2024-07-04,13,0,2
TRX001359,2024-05-10,8,2.99,4
TRX001360,2024-05-19,14,0,1
TRX001361,2024-06-09,7,0,4
TRX001362,2024-09-29,17,0,4
TRX001363,2024-05-26,10,2.99,1
TRX001364,2024-09-11,7,0,2
TRX001365,2024-10-03,17,2.99,3
TRX001366,2024-09-19,12,2.99,2
TRX001367,2024-06-08,14,0,3
TRX001368,2024-10-17,7,0,3
TRX001369,2024-07-19,14,0,3
TRX001370,2024-10-05,11,2.99,4
TRX001371,2024-05-28,11,0,1
TRX001372,2024-09-07,11,4.99,3
TRX001373,2024-05-07,13,0,2
TRX001374,2024-08-05,5,0,2
TRX001375,2024-10-11,13,0,4
TRX001376,2024-08-29,10,0,3
TRX001377,2024-05-04,13,2.99,1
TRX001378,2024-05-10,11,0,1
TRX001379,2024-07-20,5,2.99,4
TRX001380,2024-05-02,12,0,1
TRX001381,2024-06-02,11,0,3
TRX001382,2024-07-24,12,0,3
TRX001383,2024-10-08,15,0,3
TRX001384,2024-09-21,7,0,1
TRX001385,2024-08-22,15,0,2
TRX001386,2024-09-04,12,0,1
TRX001387,2024-09-23,11,0,1
TRX001388,2024-07-24,10,0,3
TRX001389,2024-08-16,12,0,2
TRX001390,2024-06-19,9,0,3
TRX001391,2024-07-22,16,0,3
TRX001392,2024-05-02,12,0,1
TRX001393,2024-09-14,18,2.99,2
TRX001394,2024-08-05,14,0,3
TRX001395,2024-06-26,10,0,3
TRX001396,2024-06-05,9,2.99,2
TRX001397,2024-06-03,13,0,3
TRX001398,2024-08-12,10,2.99,3
TRX001399,2024-06-29,7,0,1
TRX001400,2024-10-19,10,0,2
TRX001401,2024-10-13,12,0,5
TRX001402,2024-10-21,11,0,4
TRX001403,2024-07-13,9,2.99,3
TRX001404,2024-09-14,12,0,1
TRX001405,2024-07-30,12,2.99,3
TRX001406,2024-07-27,13,0,3
TRX001407,2024-10-13,12,0,2
TRX001408,2024-08-09,8,2.99,3
TRX001409,2024-06-01,14,0,1
TRX001410,2024-09-05,14,0,3
TRX001411,2024-07-02,11,2.99,1
TRX001412,2024-07-28,8,2.99,1
TRX001413,2024-09-19,8,0,3
TRX001414,2024-07-10,11,0,2
TRX001415,2024-08-03,14,0,3
TRX001416,2024-10-20,6,0,5
TRX001417,2024-09-25,12,0,2
TRX001418,2024-09-23,9,2.99,3
TRX001419,2024-09-04,8,0,4
TRX001420,2024-06-05,15,0,3
TRX001421,2024-10-24,13,0,5
TRX001422,2024-08-04,14,0,4
TRX001423,2024-10-22,9,2.99,4
TRX001424,2024-10-26,11,0,1
TRX001425,2024-09-11,12,0,2
TRX001426,2024-09-10,10,0,6
TRX001427,2024-09-08,13,0,5
TRX001428,2024-10-11,10,0,1
TRX001429,2024-05-14,11,0,3
TRX001430,2024-05-01,17,0,4
TRX001431,2024-09-25,11,0,1
TRX001432,2024-07-29,6,0,4
