ID_Transaccion,Valor_Declarado_USD,Aplica_De_Minimis,Aranceles_IGV_USD,Dias_Retencion_Sunat
TRX000772,23.6,True,0.0,1
TRX000773,20.78,True,0.0,1
TRX000774,8.54,True,0.0,0
TRX000775,0.99,True,0.0,1
TRX000776,10.3,True,0.0,0
TRX000777,4.0,True,0.0,0
TRX000778,11.84,True,0.0,1
TRX000779,18.23,True,0.0,0
TRX000780,0.99,True,0.0,1
TRX000781,0.99,True,0.0,1
TRX000782,8.29,True,0.0,0
TRX000783,30.46,True,0.0,1
TRX000784,0.99,True,0.0,1
TRX000785,23.83,True,0.0,0
TRX000786,0.99,True,0.0,0
TRX000787,21.96,True,0.0,1
TRX000788,40.76,True,0.0,1
TRX000789,86.72,True,0.0,0
TRX000790,13.08,True,0.0,0
TRX000791,21.0,True,0.0,0
TRX000792,10.15,True,0.0,1
TRX000793,16.82,True,0.0,1
TRX000794,31.91,True,0.0,0
TRX000795,42.84,True,0.0,0
TRX000796,4.37,True,0.0,1
TRX000797,8.0,True,0.0,0
TRX000798,9.32,True,0.0,0
TRX000799,2.99,True,0.0,1
TRX000800,16.52,True,0.0,1
TRX000801,36.13,True,0.0,0
TRX000802,0.99,True,0.0,1
TRX000803,23.94,True,0.0,0
TRX000804,12.71,True,0.0,0
TRX000805,3.91,True,0.0,1
TRX000806,0.99,True,0.0,0
TRX000807,2.39,True,0.0,0
TRX000808,6.36,True,0.0,0
TRX000809,15.38,True,0.0,1
TRX000810,4.18,True,0.0,0
TRX000811,0.99,True,0.0,1
TRX000812,17.96,True,0.0,1
TRX000813,13.5,True,0.0,1
TRX000814,0.99,True,0.0,1
TRX000815,209.02,False,50.16,6
TRX000816,39.66,True,0.0,1
TRX000817,11.18,True,0.0,0
TRX000818,51.34,True,0.0,0
TRX000819,11.69,True,0.0,0
TRX000820,23.85,True,0.0,0
TRX000821,7.02,True,0.0,1
TRX000822,8.96,True,0.0,0
TRX000823,175.0,True,0.0,0
TRX000824,4.6,True,0.0,1
TRX000825,58.86,True,0.0,0
TRX000826,21.86,True,0.0,0
TRX000827,78.69,True,0.0,1
TRX000828,16.16,True,0.0,1
TRX000829,28.18,True,0.0,0
TRX000830,1.98,True,0.0,1
TRX000831,4.39,True,0.0,0
TRX000832,12.69,True,0.0,0
TRX000833,41.22,True,0.0,0
TRX000834,0.99,True,0.0,1
TRX000835,7.71,True,0.0,1
TRX000836,25.82,True,0.0,1
TRX000837,5.73,True,0.0,0
TRX000838,14.43,True,0.0,0
TRX000839,0.99,True,0.0,0
TRX000840,4.3,True,0.0,1
TRX000841,2.4,True,0.0,1
TRX000842,7.86,True,0.0,1
TRX000843,12.72,True,0.0,0
TRX000844,12.64,True,0.0,0
TRX000845,0.99,True,0.0,1
TRX000846,0.99,True,0.0,1
TRX000847,12.34,True,0.0,0
TRX000848,5.62,True,0.0,1
TRX000849,7.39,True,0.0,1
TRX000850,0.99,True,0.0,1
TRX000851,3.78,True,0.0,1
TRX000852,46.8,True,0.0,0
TRX000853,9.39,True,0.0,0
TRX000854,9.55,True,0.0,1
TRX000855,101.16,True,0.0,1
TRX000856,89.59,True,0.0,0
TRX000857,2.29,True,0.0,1
TRX000858,14.6,True,0.0,1
TRX000859,61.36,True,0.0,0
TRX000860,112.21,True,0.0,1
TRX000861,12.95,True,0.0,0
TRX000862,6.51,True,0.0,0
TRX000863,52.23,True,0.0,0
TRX000864,13.24,True,0.0,1
TRX000865,15.26,True,0.0,0
TRX000866,1.98,True,0.0,0
TRX000867,1.7,True,0.0,1
TRX000868,5.12,True,0.0,1
TRX000869,6.93,True,0.0,0
TRX000870,27.08,True,0.0,0
TRX000871,4.25,True,0.0,1
TRX000872,6.1,True,0.0,0
TRX000873,32.01,True,0.0,0
TRX000874,56.13,True,0.0,1
TRX000875,0.99,True,0.0,0
TRX000876,10.24,True,0.0,1
TRX000877,15.14,True,0.0,1
TRX000878,28.61,True,0.0,1
TRX000879,0.99,True,0.0,1
TRX000880,51.43,True,0.0,1
TRX000881,0.99,True,0.0,0
TRX000882,16.23,True,0.0,1
TRX000883,11.74,True,0.0,0
TRX000884,14.01,True,0.0,1
TRX000885,9.58,True,0.0,0
TRX000886,4.0,True,0.0,1
TRX000887,64.5,True,0.0,1
TRX000888,8.07,True,0.0,1
TRX000889,12.42,True,0.0,0
TRX000890,26.02,True,0.0,1
TRX000891,10.14,True,0.0,1
TRX000892,6.89,True,0.0,1
TRX000893,11.89,True,0.0,1
TRX000894,10.32,True,0.0,1
TRX000895,7.03,True,0.0,0
TRX000896,55.4,True,0.0,0
TRX000897,53.54,True,0.0,1
TRX000898,1.98,True,0.0,0
TRX000899,22.04,True,0.0,0
TRX000900,38.77,True,0.0,0
TRX000901,12.21,True,0.0,1
TRX000902,17.7,True,0.0,1
TRX000903,4.5,True,0.0,0
TRX000904,50.5,True,0.0,0
TRX000905,24.41,True,0.0,1
TRX000906,10.36,True,0.0,0
TRX000907,1.98,True,0.0,0
TRX000908,33.94,True,0.0,1
TRX000909,10.32,True,0.0,0
TRX000910,50.76,True,0.0,0
TRX000911,54.8,True,0.0,1
TRX000912,25.76,True,0.0,0
TRX000913,4.21,True,0.0,0
TRX000914,1.98,True,0.0,0
TRX000915,10.71,True,0.0,1
TRX000916,8.3,True,0.0,1
TRX000917,2.03,True,0.0,1
TRX000918,60.9,True,0.0,1
TRX000919,13.69,True,0.0,0
TRX000920,13.38,True,0.0,1
TRX000921,0.99,True,0.0,0
TRX000922,17.27,True,0.0,1
TRX000923,0.99,True,0.0,1
TRX000924,50.21,True,0.0,0
TRX000925,10.73,True,0.0,1
TRX000926,11.09,True,0.0,1
TRX000927,56.78,True,0.0,0
TRX000928,16.43,True,0.0,1
TRX000929,20.04,True,0.0,0
TRX000930,12.12,True,0.0,1
TRX000931,16.41,True,0.0,0
TRX000932,1.45,True,0.0,0
TRX000933,7.13,True,0.0,0
TRX000934,8.74,True,0.0,1
TRX000935,21.86,True,0.0,1
TRX000936,15.92,True,0.0,1
TRX000937,74.6,True,0.0,1
TRX000938,26.17,True,0.0,1
TRX000939,0.99,True,0.0,1
TRX000940,30.5,True,0.0,0
TRX000941,17.68,True,0.0,0
TRX000942,4.78,True,0.0,0
TRX000943,35.81,True,0.0,0
TRX000944,28.38,True,0.0,1
TRX000945,9.25,True,0.0,0
TRX000946,0.99,True,0.0,0
TRX000947,0.99,True,0.0,0
TRX000948,12.09,True,0.0,0
TRX000949,4.62,True,0.0,0
TRX000950,17.44,True,0.0,0
TRX000951,10.04,True,0.0,0
TRX000952,4.0,True,0.0,0
TRX000953,11.58,True,0.0,1
TRX000954,7.65,True,0.0,0
TRX000955,12.86,True,0.0,1
TRX000956,0.99,True,0.0,1
TRX000957,12.58,True,0.0,1
TRX000958,15.34,True,0.0,1
TRX000959,30.98,True,0.0,1
TRX000960,27.69,True,0.0,0
TRX000961,20.14,True,0.0,1
TRX000962,10.3,True,0.0,0
TRX000963,4.76,True,0.0,1
TRX000964,76.6,True,0.0,1
TRX000965,38.53,True,0.0,1
TRX000966,2.61,True,0.0,1
TRX000967,0.99,True,0.0,0
TRX000968,22.53,True,0.0,1
TRX000969,11.69,True,0.0,1
TRX000970,16.02,True,0.0,0
TRX000971,20.52,True,0.0,1
TRX000972,35.85,True,0.0,0
TRX000973,26.0,True,0.0,0
TRX000974,24.01,True,0.0,0
TRX000975,2.79,True,0.0,1
TRX000976,8.1,True,0.0,0
TRX000977,5.34,True,0.0,1
TRX000978,14.7,True,0.0,1
TRX000979,11.75,True,0.0,1
TRX000980,30.11,True,0.0,0
TRX000981,113.54,True,0.0,1
TRX000982,15.08,True,0.0,0
TRX000983,7.48,True,0.0,0
TRX000984,2.42,True,0.0,1
TRX000985,38.15,True,0.0,1
TRX000986,66.88,True,0.0,0
TRX000987,9.9,True,0.0,0
TRX000988,11.2,True,0.0,1
TRX000989,0.99,True,0.0,0
TRX000990,54.77,True,0.0,0
TRX000991,0.99,True,0.0,1
TRX000992,31.35,True,0.0,0
TRX000993,10.25,True,0.0,1
TRX000994,3.12,True,0.0,0
TRX000995,9.18,True,0.0,0
TRX000996,1.19,True,0.0,1
TRX000997,18.64,True,0.0,0
TRX000998,8.16,True,0.0,1
TRX000999,43.95,True,0.0,1
TRX001000,53.7,True,0.0,1
TRX001001,13.7,True,0.0,1
TRX001002,59.1,True,0.0,0
TRX001003,5.07,True,0.0,0
TRX001004,34.84,True,0.0,1
TRX001005,12.93,True,0.0,0
TRX001006,8.76,True,0.0,1
TRX001007,14.93,True,0.0,0
TRX001008,1.23,True,0.0,0
TRX001009,43.08,True,0.0,0
TRX001010,43.84,True,0.0,1
TRX001011,21.29,True,0.0,1
TRX001012,0.99,True,0.0,0
TRX001013,17.59,True,0.0,0
TRX001014,18.85,True,0.0,0
TRX001015,27.13,True,0.0,1
TRX001016,5.46,True,0.0,1
TRX001017,27.56,True,0.0,0
TRX001018,13.73,True,0.0,0
TRX001019,5.98,True,0.0,1
TRX001020,22.28,True,0.0,0
TRX001021,35.78,True,0.0,1
TRX001022,28.47,True,0.0,1
TRX001023,29.56,True,0.0,1
TRX001024,34.5,True,0.0,1
TRX001025,62.26,True,0.0,1
TRX001026,21.69,True,0.0,1
TRX001027,16.65,True,0.0,0
TRX001028,10.19,True,0.0,1
TRX001029,48.84,True,0.0,1
TRX001030,5.62,True,0.0,0
TRX001031,17.08,True,0.0,1
TRX001032,43.44,True,0.0,0
TRX001033,4.57,True,0.0,1
TRX001034,0.99,True,0.0,0
TRX001035,158.3,True,0.0,0
TRX001036,1.98,True,0.0,1
TRX001037,0.99,True,0.0,1
TRX001038,12.89,True,0.0,0
TRX001039,18.74,True,0.0,1
TRX001040,39.9,True,0.0,0
TRX001041,10.62,True,0.0,0
TRX001042,43.93,True,0.0,0
TRX001043,0.99,True,0.0,1
TRX001044,11.42,True,0.0,0
TRX001045,48.62,True,0.0,1
TRX001046,17.21,True,0.0,1
TRX001047,16.4,True,0.0,1
TRX001048,6.88,True,0.0,0
TRX001049,25.5,True,0.0,1
TRX001050,2.87,True,0.0,1
TRX001051,20.63,True,0.0,0
TRX001052,85.91,True,0.0,1
TRX001053,29.51,True,0.0,0
TRX001054,9.92,True,0.0,0
TRX001055,17.3,True,0.0,1
TRX001056,45.78,True,0.0,1
TRX001057,13.03,True,0.0,1
TRX001058,43.08,True,0.0,1
TRX001059,1.92,True,0.0,0
TRX001060,12.6,True,0.0,1
TRX001061,0.99,True,0.0,1
TRX001062,0.99,True,0.0,0
TRX001063,7.21,True,0.0,1
TRX001064,32.53,True,0.0,1
TRX001065,18.92,True,0.0,0
TRX001066,14.11,True,0.0,0
TRX001067,0.99,True,0.0,1
TRX001068,0.99,True,0.0,0
TRX001069,1.67,True,0.0,1
TRX001070,19.53,True,0.0,0
TRX001071,14.98,True,0.0,1
TRX001072,31.44,True,0.0,1
TRX001073,16.52,True,0.0,1
TRX001074,1.98,True,0.0,0
TRX001075,36.59,True,0.0,1
TRX001076,31.54,True,0.0,0
TRX001077,4.05,True,0.0,1
TRX001078,47.56,True,0.0,0
TRX001079,16.7,True,0.0,0
TRX001080,20.1,True,0.0,0
TRX001081,183.03,True,0.0,1
TRX001082,35.7,True,0.0,0
TRX001083,23.33,True,0.0,1
TRX001084,0.99,True,0.0,0
TRX001085,22.04,True,0.0,0
TRX001086,8.65,True,0.0,1
TRX001087,0.99,True,0.0,1
TRX001088,3.87,True,0.0,1
TRX001089,3.32,True,0.0,1
TRX001090,51.13,True,0.0,0
TRX001091,40.15,True,0.0,1
TRX001092,30.38,True,0.0,0
TRX001093,15.41,True,0.0,1
TRX001094,46.74,True,0.0,1
TRX001095,12.7,True,0.0,1
TRX001096,7.62,True,0.0,0
TRX001097,16.82,True,0.0,1
TRX001098,7.46,True,0.0,1
TRX001099,24.78,True,0.0,0
TRX001100,11.95,True,0.0,1
TRX001101,7.71,True,0.0,0
TRX001102,13.09,True,0.0,0
TRX001103,51.5,True,0.0,1
TRX001104,4.55,True,0.0,0
TRX001105,24.55,True,0.0,0
TRX001106,1.98,True,0.0,0
TRX001107,23.7,True,0.0,0
TRX001108,21.68,True,0.0,0
TRX001109,37.27,True,0.0,1
TRX001110,10.45,True,0.0,0
TRX001111,5.3,True,0.0,0
TRX001112,40.4,True,0.0,0
TRX001113,10.56,True,0.0,1
TRX001114,4.3,True,0.0,1
TRX001115,22.1,True,0.0,0
TRX001116,1.98,True,0.0,0
TRX001117,13.35,True,0.0,1
TRX001118,14.36,True,0.0,0
TRX001119,5.58,True,0.0,1
TRX001120,0.99,True,0.0,0
TRX001121,20.07,True,0.0,0
TRX001122,19.58,True,0.0,0
TRX001123,0.99,True,0.0,0
TRX001124,64.04,True,0.0,1
TRX001125,79.98,True,0.0,1
TRX001126,28.62,True,0.0,1
TRX001127,9.39,True,0.0,0
TRX001128,31.87,True,0.0,1
TRX001129,11.78,True,0.0,1
TRX001130,2.04,True,0.0,1
TRX001131,10.74,True,0.0,1
TRX001132,2.22,True,0.0,1
TRX001133,67.38,True,0.0,1
TRX001134,7.54,True,0.0,0
TRX001135,0.99,True,0.0,0
TRX001136,0.99,True,0.0,1
TRX001137,1.93,True,0.0,0
TRX001138,8.71,True,0.0,0
TRX001139,34.53,True,0.0,0
TRX001140,2.96,True,0.0,0
TRX001141,39.22,True,0.0,0
TRX001142,17.84,True,0.0,1
TRX001143,89.36,True,0.0,1
TRX001144,8.73,True,0.0,0
TRX001145,104.74,True,0.0,1
TRX001146,5.2,True,0.0,1
TRX001147,82.02,True,0.0,1
TRX001148,26.58,True,0.0,0
TRX001149,11.77,True,0.0,0
TRX001150,58.1,True,0.0,0
TRX001151,47.62,True,0.0,0
TRX001152,16.73,True,0.0,1
TRX001153,9.0,True,0.0,0
TRX001154,64.26,True,0.0,0
TRX001155,4.0,True,0.0,1
TRX001156,0.99,True,0.0,0
TRX001157,18.27,True,0.0,0
TRX001158,3.87,True,0.0,0
TRX001159,6.7,True,0.0,0
TRX001160,27.88,True,0.0,0
TRX001161,9.78,True,0.0,1
TRX001162,5.46,True,0.0,0
TRX001163,20.43,True,0.0,1
TRX001164,0.99,True,0.0,0
TRX001165,0.99,True,0.0,0
TRX001166,6.56,True,0.0,0
TRX001167,19.86,True,0.0,0
TRX001168,9.65,True,0.0,1
TRX001169,16.64,True,0.0,1
TRX001170,94.45,True,0.0,0
TRX001171,28.91,True,0.0,1
TRX001172,1.83,True,0.0,1
TRX001173,6.96,True,0.0,0
TRX001174,5.74,True,0.0,0
TRX001175,26.35,True,0.0,0
TRX001176,9.3,True,0.0,1
TRX001177,75.4,True,0.0,0
TRX001178,0.99,True,0.0,0
TRX001179,7.13,True,0.0,1
TRX001180,11.9,True,0.0,0
TRX001181,8.33,True,0.0,1
TRX001182,34.7,True,0.0,1
TRX001183,5.04,True,0.0,1
TRX001184,21.12,True,0.0,0
TRX001185,33.11,True,0.0,1
TRX001186,0.99,True,0.0,1
TRX001187,6.55,True,0.0,0
TRX001188,43.91,True,0.0,1
TRX001189,75.02,True,0.0,1
TRX001190,17.21,True,0.0,0
TRX001191,0.99,True,0.0,0
TRX001192,0.99,True,0.0,1
TRX001193,13.29,True,0.0,0
TRX001194,7.37,True,0.0,1
TRX001195,4.0,True,0.0,0
TRX001196,5.58,True,0.0,0
TRX001197,8.36,True,0.0,0
TRX001198,15.42,True,0.0,0
TRX001199,2.97,True,0.0,1
TRX001200,6.28,True,0.0,1
TRX001201,79.06,True,0.0,0
TRX001202,5.62,True,0.0,0
TRX001203,24.86,True,0.0,0
TRX001204,2.88,True,0.0,0
TRX001205,19.08,True,0.0,1
TRX001206,2.5,True,0.0,0
TRX001207,70.06,True,0.0,0
TRX001208,2.4,True,0.0,1
TRX001209,8.23,True,0.0,0
TRX001210,3.82,True,0.0,0
TRX001211,8.18,True,0.0,1
TRX001212,81.23,True,0.0,0
TRX001213,0.99,True,0.0,1
TRX001214,29.68,True,0.0,1
TRX001215,47.25,True,0.0,1
TRX001216,14.62,True,0.0,1
TRX001217,106.14,True,0.0,1
TRX001218,9.51,True,0.0,1
TRX001219,3.19,True,0.0,0
TRX001220,6.49,True,0.0,1
TRX001221,9.91,True,0.0,0
TRX001222,1.98,True,0.0,1
TRX001223,26.38,True,0.0,1
TRX001224,37.72,True,0.0,1
TRX001225,22.86,True,0.0,0
TRX001226,18.85,True,0.0,0
TRX001227,24.56,True,0.0,1
TRX001228,15.48,True,0.0,0
TRX001229,1.36,True,0.0,0
TRX001230,6.29,True,0.0,0
TRX001231,24.36,True,0.0,1
TRX001232,28.22,True,0.0,1
TRX001233,20.79,True,0.0,0
TRX001234,131.58,True,0.0,0
TRX001235,2.35,True,0.0,1
TRX001236,23.07,True,0.0,1
TRX001237,13.73,True,0.0,0
TRX001238,6.3,True,0.0,0
TRX001239,3.22,True,0.0,0
TRX001240,41.64,True,0.0,0
TRX001241,11.12,True,0.0,0
TRX001242,15.39,True,0.0,0
TRX001243,0.99,True,0.0,1
TRX001244,43.91,True,0.0,0
TRX001245,22.85,True,0.0,1
TRX001246,1.37,True,0.0,1
TRX001247,28.69,True,0.0,0
TRX001248,3.83,True,0.0,0
TRX001249,65.26,True,0.0,0
TRX001250,1.75,True,0.0,0
TRX001251,6.29,True,0.0,1
TRX001252,14.14,True,0.0,0
TRX001253,0.99,True,0.0,0
TRX001254,9.3,True,0.0,1
TRX001255,14.3,True,0.0,1
TRX001256,0.99,True,0.0,0
TRX001257,14.06,True,0.0,0
TRX001258,32.27,True,0.0,0
TRX001259,4.39,True,0.0,0
TRX001260,1.98,True,0.0,0
TRX001261,12.05,True,0.0,1
TRX001262,6.11,True,0.0,1
TRX001263,12.11,True,0.0,1
TRX001264,16.96,True,0.0,0
TRX001265,6.13,True,0.0,0
TRX001266,71.66,True,0.0,1
TRX001267,1.5,True,0.0,1
TRX001268,24.84,True,0.0,0
TRX001269,10.77,True,0.0,1
TRX001270,21.31,True,0.0,0
TRX001271,56.72,True,0.0,0
TRX001272,75.87,True,0.0,0
TRX001273,15.89,True,0.0,1
TRX001274,5.81,True,0.0,1
TRX001275,0.99,True,0.0,1
TRX001276,34.9,True,0.0,1
TRX001277,5.97,True,0.0,0
TRX001278,0.99,True,0.0,1
TRX001279,1.09,True,0.0,0
TRX001280,15.1,True,0.0,1
TRX001281,5.93,True,0.0,1
TRX001282,20.09,True,0.0,1
TRX001283,1.98,True,0.0,0
TRX001284,82.42,True,0.0,1
TRX001285,13.9,True,0.0,0
TRX001286,45.6,True,0.0,1
TRX001287,3.77,True,0.0,1
TRX001288,16.31,True,0.0,0
TRX001289,36.15,True,0.0,1
TRX001290,14.63,True,0.0,0
TRX001291,6.12,True,0.0,1
TRX001292,7.69,True,0.0,0
TRX001293,10.81,True,0.0,0
TRX001294,77.08,True,0.0,0
TRX001295,2.14,True,0.0,1
TRX001296,2.11,True,0.0,1
TRX001297,4.2,True,0.0,1
TRX001298,22.53,True,0.0,1
TRX001299,0.99,True,0.0,0
TRX001300,0.99,True,0.0,1
TRX001301,1.98,True,0.0,1
TRX001302,2.09,True,0.0,1
TRX001303,122.55,True,0.0,0
TRX001304,8.45,True,0.0,0
TRX001305,20.6,True,0.0,0
TRX001306,0.99,True,0.0,0
TRX001307,1.58,True,0.0,1
TRX001308,17.66,True,0.0,1
TRX001309,8.38,True,0.0,1
TRX001310,5.0,True,0.0,1
TRX001311,21.19,True,0.0,1
TRX001312,0.99,True,0.0,0
TRX001313,16.58,True,0.0,0
TRX001314,9.51,True,0.0,0
TRX001315,22.68,True,0.0,0
TRX001316,108.56,True,0.0,1
TRX001317,60.7,True,0.0,0
TRX001318,80.06,True,0.0,0
TRX001319,29.46,True,0.0,1
TRX001320,45.58,True,0.0,0
TRX001321,2.23,True,0.0,0
TRX001322,63.76,True,0.0,1
TRX001323,6.1,True,0.0,0
TRX001324,6.7,True,0.0,1
TRX001325,17.7,True,0.0,0
TRX001326,29.38,True,0.0,0
TRX001327,22.01,True,0.0,0
TRX001328,30.08,True,0.0,0
TRX001329,14.78,True,0.0,0
TRX001330,0.99,True,0.0,1
TRX001331,10.63,True,0.0,1
TRX001332,28.45,True,0.0,1
TRX001333,51.82,True,0.0,0
TRX001334,24.52,True,0.0,0
TRX001335,52.83,True,0.0,0
TRX001336,5.01,True,0.0,1
TRX001337,5.94,True,0.0,0
TRX001338,10.26,True,0.0,1
TRX001339,6.23,True,0.0,1
TRX001340,28.09,True,0.0,0
TRX001341,167.96,True,0.0,1
TRX001342,0.99,True,0.0,1
TRX001343,2.07,True,0.0,0
TRX001344,0.99,True,0.0,0
TRX001345,72.18,True,0.0,1
TRX001346,10.31,True,0.0,0
TRX001347,1.98,True,0.0,0
TRX001348,0.99,True,0.0,0
TRX001349,1.98,True,0.0,0
TRX001350,14.45,True,0.0,0
TRX001351,16.6,True,0.0,1
TRX001352,1.98,True,0.0,1
TRX001353,2.03,True,0.0,1
TRX001354,41.68,True,0.0,0
TRX001355,127.9,True,0.0,1
TRX001356,18.09,True,0.0,1
TRX001357,18.61,True,0.0,0
TRX001358,34.11,True,0.0,0
TRX001359,3.74,True,0.0,0
TRX001360,0.99,True,0.0,0
TRX001361,79.28,True,0.0,1
TRX001362,5.87,True,0.0,1
TRX001363,1.66,True,0.0,0
TRX001364,11.41,True,0.0,1
TRX001365,2.94,True,0.0,1
TRX001366,41.6,True,0.0,0
TRX001367,38.5,True,0.0,0
TRX001368,28.2,True,0.0,1
TRX001369,14.27,True,0.0,0
TRX001370,10.57,True,0.0,1
TRX001371,5.87,True,0.0,1
TRX001372,9.84,True,0.0,0
TRX001373,11.56,True,0.0,0
TRX001374,91.86,True,0.0,0
TRX001375,1.54,True,0.0,1
TRX001376,16.34,True,0.0,0
TRX001377,23.98,True,0.0,1
TRX001378,32.8,True,0.0,0
TRX001379,21.32,True,0.0,0
TRX001380,104.56,True,0.0,1
TRX001381,93.98,True,0.0,0
TRX001382,0.99,True,0.0,0
TRX001383,7.89,True,0.0,0
TRX001384,21.17,True,0.0,0
TRX001385,44.46,True,0.0,0
TRX001386,86.05,True,0.0,1
TRX001387,6.44,True,0.0,1
TRX001388,7.92,True,0.0,1
TRX001389,1.22,True,0.0,0
TRX001390,7.39,True,0.0,1
TRX001391,0.99,True,0.0,0
TRX001392,4.54,True,0.0,0
TRX001393,6.36,True,0.0,0
TRX001394,16.34,True,0.0,0
TRX001395,18.96,True,0.0,1
TRX001396,0.99,True,0.0,0
TRX001397,62.26,True,0.0,0
TRX001398,24.0,True,0.0,1
TRX001399,3.53,True,0.0,1
TRX001400,11.12,True,0.0,1
TRX001401,6.38,True,0.0,1
TRX001402,11.91,True,0.0,1
TRX001403,2.26,True,0.0,0
TRX001404,7.92,True,0.0,1
TRX001405,99.0,True,0.0,1
TRX001406,1.98,True,0.0,1
TRX001407,35.14,True,0.0,0
TRX001408,39.84,True,0.0,1
TRX001409,16.42,True,0.0,1
TRX001410,13.96,True,0.0,0
TRX001411,12.51,True,0.0,0
TRX001412,11.85,True,0.0,0
TRX001413,18.65,True,0.0,1
TRX001414,57.51,True,0.0,1
TRX001415,14.25,True,0.0,1
TRX001416,9.12,True,0.0,1
TRX001417,8.62,True,0.0,0
TRX001418,1.98,True,0.0,0
TRX001419,14.96,True,0.0,1
TRX001420,185.58,True,0.0,1
TRX001421,8.28,True,0.0,1
TRX001422,0.99,True,0.0,0
TRX001423,11.26,True,0.0,0
TRX001424,0.99,True,0.0,1
TRX001425,22.26,True,0.0,0
TRX001426,2.46,True,0.0,0
TRX001427,7.4,True,0.0,0
TRX001428,111.41,True,0.0,0
TRX001429,102.02,True,0.0,0
TRX001430,15.35,True,0.0,1
TRX001431,0.99,True,0.0,0
TRX001432,7.47,True,0.0,1
TRX001433,12.54,True,0.0,0
TRX001434,19.51,True,0.0,0
TRX001435,9.96,True,0.0,0
TRX001436,10.2,True,0.0,1
TRX001437,2.16,True,0.0,0
TRX001438,28.9,True,0.0,0
TRX001439,0.99,True,0.0,0
TRX001440,1.98,True,0.0,1
TRX001441,0.99,True,0.0,1
TRX001442,10.63,True,0.0,0
TRX001443,23.78,True,0.0,0
TRX001444,12.4,True,0.0,0
TRX001445,0.99,True,0.0,1
TRX001446,19.75,True,0.0,1
TRX001447,10.01,True,0.0,1
TRX001448,16.07,True,0.0,1
TRX001449,12.5,True,0.0,0
TRX001450,8.04,True,0.0,1
TRX001451,19.25,True,0.0,0
TRX001452,7.37,True,0.0,0
TRX001453,67.44,True,0.0,0
TRX001454,1.07,True,0.0,1
TRX001455,1.98,True,0.0,1
TRX001456,3.34,True,0.0,0
TRX001457,19.1,True,0.0,0
TRX001458,29.94,True,0.0,0
TRX001459,13.49,True,0.0,0
TRX001460,15.84,True,0.0,0
TRX001461,43.46,True,0.0,0
TRX001462,29.16,True,0.0,0
TRX001463,0.99,True,0.0,0
TRX001464,83.07,True,0.0,1
TRX001465,23.44,True,0.0,1
TRX001466,1.98,True,0.0,0
TRX001467,2.11,True,0.0,1
TRX001468,2.97,True,0.0,1
TRX001469,20.44,True,0.0,0
TRX001470,0.99,True,0.0,1
TRX001471,4.02,True,0.0,1
TRX001472,3.02,True,0.0,1
TRX001473,21.88,True,0.0,1
TRX001474,53.91,True,0.0,1
TRX001475,27.26,True,0.0,1
TRX001476,8.63,True,0.0,0
TRX001477,28.12,True,0.0,0
TRX001478,2.93,True,0.0,1
TRX001479,11.91,True,0.0,0
TRX001480,5.97,True,0.0,1
TRX001481,24.38,True,0.0,0
TRX001482,23.75,True,0.0,1
TRX001483,13.23,True,0.0,0
TRX001484,11.52,True,0.0,0
TRX001485,2.35,True,0.0,1
TRX001486,0.99,True,0.0,1
TRX001487,5.22,True,0.0,1
TRX001488,1.98,True,0.0,1
TRX001489,1.5,True,0.0,0
TRX001490,0.99,True,0.0,0
TRX001491,3.56,True,0.0,0
TRX001492,5.38,True,0.0,1
TRX001493,10.19,True,0.0,1
TRX001494,18.65,True,0.0,0
TRX001495,4.57,True,0.0,0
TRX001496,3.25,True,0.0,0
TRX001497,20.78,True,0.0,0
TRX001498,53.25,True,0.0,1
TRX001499,72.76,True,0.0,1
TRX001500,20.72,True,0.0,0
TRX001501,10.14,True,0.0,1
TRX001502,3.77,True,0.0,1
TRX001503,111.98,True,0.0,1
TRX001504,1.98,True,0.0,0
TRX001505,13.12,True,0.0,0
TRX001506,21.86,True,0.0,0
TRX001507,6.28,True,0.0,1
TRX001508,21.5,True,0.0,1
TRX001509,4.64,True,0.0,0
TRX001510,57.6,True,0.0,1
TRX001511,6.17,True,0.0,0
TRX001512,15.53,True,0.0,0
TRX001513,12.01,True,0.0,1
TRX001514,35.2,True,0.0,1
TRX001515,211.72,False,50.81,2
TRX001516,0.99,True,0.0,0
TRX001517,8.63,True,0.0,0
TRX001518,7.12,True,0.0,0
TRX001519,29.34,True,0.0,0
TRX001520,14.04,True,0.0,0
TRX001521,55.77,True,0.0,1
TRX001522,0.99,True,0.0,0
TRX001523,59.32,True,0.0,1
TRX001524,6.36,True,0.0,0
TRX001525,22.18,True,0.0,0
TRX001526,19.42,True,0.0,1
TRX001527,13.9,True,0.0,1
TRX001528,10.79,True,0.0,0
TRX001529,1.55,True,0.0,0
TRX001530,34.06,True,0.0,0
TRX001531,56.68,True,0.0,1
TRX001532,0.99,True,0.0,1
TRX001533,16.29,True,0.0,0
TRX001534,11.89,True,0.0,1
TRX001535,15.21,True,0.0,0
TRX001536,74.64,True,0.0,1
TRX001537,0.99,True,0.0,0
TRX001538,2.73,True,0.0,1
TRX001539,14.86,True,0.0,1
TRX001540,58.9,True,0.0,1
TRX001541,37.92,True,0.0,0
TRX001542,1.98,True,0.0,1
TRX001543,28.55,True,0.0,1
TRX001544,93.32,True,0.0,0
TRX001545,5.03,True,0.0,0
